Epochs,Normal Epoch Times,PAI Epoch Times
0,73.01470303535461,
1,42.933430910110474,
2,43.184348344802856,
3,43.154160261154175,
4,43.27507472038269,
5,85.62593793869019,
6,85.40340280532837,
7,85.1160340309143,
8,85.86232423782349,
9,85.5652220249176,
10,85.40338826179504,
11,85.49631309509277,
12,85.51472091674805,
13,85.33144068717957,
14,85.44812679290771,
15,85.26560187339783,
16,85.63257384300232,
17,85.45035910606384,
18,85.31911420822144,
19,85.50179553031921,
20,85.4329571723938,
21,85.59060168266296,
22,85.5400984287262,
23,85.56011128425598,
24,85.40068197250366,
25,85.36118531227112,
